site_code,latitude,longitude,well_depth,well_use,geology,Region_Off,Basin_Subb,observations_2010,observations_2011,observations_2012,observations_2013,observations_2014,observations_2015,observations_2016,observations_2017,observations_2018,observations_2019,observations_2020,observations_2021,observations_2022,observations_2023,observations_2024
375241N1210513W001,37.5241,-121.0513,222.0,Observation,['Q'],SCRO,5-022.03,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
375252N1209277W001,37.5252,-120.9277,262.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
375307N1212247W001,37.5307,-121.2247,560.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0
375311N1205714W001,37.52161,-120.58841,513.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,10,11,11,9,12,11,3,2,1,2,2
375313N1212242W001,37.5313,-121.2242,510.0,Irrigation,['Q'],SCRO,5-022.07,0,1,1,1,0,1,2,3,5,11,11,11,11,11,11
375349N1208555W001,37.53495,-120.85554,347.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2
375349N1208555W002,37.53495,-120.85554,210.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375349N1208555W003,37.53495,-120.85554,443.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375349N1208555W004,37.53495,-120.85554,535.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375359N1205282W001,37.53593,-120.52823,580.0,Irrigation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,2,3,5,14,7,2,1,2
375360N1204796W001,37.53632,-120.47957,435.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
375360N1208841W001,37.53658,-120.88475,45.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,3,2,2,2,2,2,2,1,0,0,0
375363N1208260W001,37.53633,-120.82609,340.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2
375363N1208260W002,37.53633,-120.82609,280.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375363N1208260W003,37.53633,-120.82609,505.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375366N1209852W001,37.5366,-120.9852,110.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2
375371N1207852W001,37.53678,-120.78475,266.0,Other,['Q'],SCRO,5-022.03,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2
375382N1208993W001,37.53675,-120.89968,46.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
375392N1205219W001,37.53924,-120.52198,195.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375423N1211955W001,37.5423,-121.1955,770.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0
375425N1213456W001,37.9089,-121.5668,20.0,Observation,['Q'],NCRO,5-022.19,4,4,7,8,7,0,0,0,0,0,0,0,0,0,0
375427N1210485W001,37.54264,-121.04869,210.0,Observation,['Q'],SCRO,5-022.03,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1
375430N1209941W001,37.543,-120.9941,172.0,Observation,['Q'],SCRO,5-022.03,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
375436N1204878W001,37.5437,-120.48785,411.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
375438N1207941W001,37.5438,-120.7941,112.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
375441N1209343W001,37.54393,-120.93413,49.0,Other,['Q'],SCRO,5-022.03,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
375463N1213325W001,37.9125,-121.5642,20.0,Observation,['Q'],NCRO,5-022.19,8,8,14,9,4,0,0,0,0,0,0,0,0,0,0
375470N1206597W005,37.54747,-120.68668,494.0,Irrigation,['Q'],SCRO,5-022.03,0,0,0,0,0,2,9,7,12,11,3,2,0,0,0
375472N1205044W001,37.5472,-120.50447,550.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375474N1206867W001,37.54744,-120.68666,494.0,Irrigation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375477N1206182W001,37.54743,-120.61832,600.0,Irrigation,['QPc'],SCRO,5-022.03,1,0,1,1,11,11,11,9,12,11,3,2,2,2,2
375477N1209932W001,37.5477,-120.9932,45.0,Unknown,['Q'],SCRO,5-022.03,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
375480N1209085W001,37.54764,-120.90866,300.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2
375493N1207213W001,37.54936,-120.72152,397.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2
375494N1212018W001,37.5494,-121.2018,470.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,1,2,1,0,0,0,0
375504N1212400W001,37.5504,-121.24,372.0,Irrigation,['Q'],SCRO,5-022.07,0,1,1,0,1,0,0,3,4,8,1,0,0,0,0
375508N1212462W001,37.5508,-121.2462,400.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0
375509N1212609W001,37.5509,-121.261,475.0,Irrigation,['Q'],SCRO,5-022.07,0,1,1,4,2,2,1,3,5,11,10,11,11,11,11
375513N1210393W001,37.5513,-121.03942,92.0,Observation,['Q'],SCRO,5-022.03,2,2,2,2,0,2,2,2,2,1,1,1,1,2,2
375516N1210166W001,37.55153,-121.01763,88.0,Other,['Q'],SCRO,5-022.03,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2
375543N1206888W001,37.5543,-120.6888,460.0,Irrigation,['Q'],SCRO,5-022.03,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
375547N1206273W001,37.55471,-120.62281,658.0,Other,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,3,14,9,2,2,2
375574N1209777W001,37.55706,-120.97854,260.0,Observation,['Q'],SCRO,5-022.03,2,2,2,1,2,2,1,1,2,2,0,1,2,2,2
375601N1212599W001,37.5601,-121.2599,610.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,0,2,2,4,2,1,0,0,0,0
375605N1209571W001,37.5605,-120.9571,248.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
375607N1210671W001,37.56113,-121.06675,212.0,Other,['Q'],SCRO,5-022.03,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2
375614N1212602W001,37.5614,-121.2602,442.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,1,0,1,1,1,3,5,1,0,0,0,0
375621N1212742W001,37.5621,-121.2742,600.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0
375623N1211767W001,37.56234,-121.17676,168.0,Residential,['Q'],SCRO,5-022.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
375638N1208921W001,37.56216,-120.89268,120.0,Observation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
375650N1212877W001,37.565,-121.2877,600.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0
375652N1204366W001,37.5653,-120.4357,525.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375655N1205721W001,37.56555,-120.57217,334.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,2,10,8,2,2,2
375657N1206304W001,37.55811,-120.63054,568.0,Irrigation,['QPc'],SCRO,5-022.03,1,2,0,0,0,2,2,1,1,2,2,2,2,2,0
375658N1212922W001,37.5658,-121.2922,530.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0
375660N1210668W001,37.56616,-121.06676,230.0,Observation,['Q'],SCRO,5-022.03,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
375663N1208679W001,37.5663,-120.8679,253.0,Observation,['Q'],SCRO,5-022.03,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2
375675N1206504W001,37.56745,-120.65034,615.0,Observation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375677N1206982W001,37.5677,-120.6982,500.0,Irrigation,['Q'],SCRO,5-022.03,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
375681N1206945W001,37.56813,-120.6945,370.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,12,11,11,9,12,14,16,11,2,2,2
375693N1209663W001,37.56947,-120.96623,277.0,Observation,['Q'],SCRO,5-022.03,1,0,0,2,0,2,2,2,2,2,1,2,2,2,0
375713N1209752W001,37.5713,-120.9752,92.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
375714N1204991W001,37.57144,-120.49905,655.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375738N1209271W001,37.5731,-120.92678,245.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2
375746N1208835W001,37.5746,-120.8835,250.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
375758N1211918W001,37.5758,-121.1918,660.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0
375772N1204969W001,37.5773,-120.49695,562.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375773N1212880W001,37.5773,-121.288,600.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0
375774N1207702W001,37.5774,-120.7702,180.0,Other,['Q'],SCRO,5-022.03,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
375774N1212096W001,37.5774,-121.2096,400.0,Observation,['Q'],SCRO,5-022.07,2,1,1,0,2,2,4,4,3,10,6,7,7,3,0
375796N1208196W001,37.57993,-120.8199,372.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,0,2,2,2,2,1,2,2,1,0
375796N1210124W001,37.5796,-121.0124,280.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
375799N1210313W001,37.5799,-121.0313,258.0,Unknown,['Q'],SCRO,5-022.03,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
375799N1212771W001,37.57996,-121.2771,520.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6
375805N1210438W001,37.5806,-121.04374,122.0,Observation,['Q'],SCRO,5-022.03,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2
375824N1207293W001,37.58369,-120.72962,527.0,Irrigation,['Q'],SCRO,5-022.03,0,2,2,2,0,0,1,1,2,2,0,2,3,4,4
375860N1209027W001,37.5806,-120.90212,76.0,Residential,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
375891N1205172W001,37.58917,-120.51745,452.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375893N1206618W001,37.5893,-120.6618,515.0,Irrigation,['QPc'],SCRO,5-022.03,3,2,2,4,4,3,2,1,0,0,0,0,0,0,0
375896N1206704W001,37.5899,-120.67004,360.0,Irrigation,['QPc'],SCRO,5-022.03,1,2,1,2,1,0,1,1,2,2,2,2,2,2,1
375910N1206804W001,37.591,-120.6804,416.0,Irrigation,['QPc'],SCRO,5-022.03,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0
375924N1206596W001,37.5924,-120.6596,512.0,Irrigation,['QPc'],SCRO,5-022.03,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0
375943N1207741W001,37.5943,-120.7741,175.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0
375946N1206458W001,37.59453,-120.63742,395.0,Observation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375969N1205138W001,37.59696,-120.51388,1680.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
375987N1209453W001,37.59878,-120.94533,233.0,Observation,['Q'],SCRO,5-022.03,0,0,1,0,0,0,2,4,6,4,4,3,3,2,2
376005N1208291W001,37.6005,-120.8291,485.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
376013N1206863W001,37.6009,-120.68618,375.0,Irrigation,['QPc'],SCRO,5-022.03,1,1,1,2,1,0,0,0,0,6,15,8,2,2,2
376038N1208854W001,37.60506,-120.88383,300.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
376066N1208141W001,37.6066,-120.8141,230.0,Unknown,['Q'],SCRO,5-022.03,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
376071N1207766W001,37.6071,-120.7766,540.0,Irrigation,['Q'],SCRO,5-022.03,1,2,2,2,2,1,2,2,2,2,2,0,0,0,0
376084N1205227W001,37.60842,-120.52282,310.0,Irrigation,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376127N1208427W001,37.6127,-120.8427,500.0,Unknown,['Q'],SCRO,5-022.03,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
376129N1212942W001,37.6129,-121.2942,600.0,Irrigation,['Q'],SCRO,5-022.07,0,0,0,0,0,0,2,2,1,2,2,3,7,9,6
376130N1211307W001,37.61311,-121.1308,151.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376138N1210234W001,37.61389,-121.02344,135.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2
376138N1210234W002,37.61389,-121.02348,281.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2
376141N1210577W001,37.61419,-121.05786,258.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376178N1207509W001,37.61783,-120.75087,453.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
376180N1210941W001,37.61805,-121.09429,175.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376185N1207416W001,37.61842,-120.73728,318.0,Irrigation,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
376191N1210499W001,37.61916,-121.05,88.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376208N1209616W001,37.62083,-120.96171,230.0,Irrigation,['Q'],SCRO,5-022.03,5,4,3,1,0,0,0,0,0,0,0,2,3,2,2
376208N1209617W001,37.59878,-120.94533,275.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376208N1209617W002,37.59878,-120.94533,297.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376208N1209617W003,37.59878,-120.94533,335.0,Observation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376214N1205321W001,37.6213,-120.53268,350.0,Residential,['QPc'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,3,14,10,2,2,1
376238N1206641W001,37.62384,-120.66415,445.0,Irrigation,['Q'],SCRO,5-022.03,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
376239N1207541W001,37.62391,-120.75408,332.0,Other,['Q'],SCRO,5-022.03,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
376241N1210861W001,37.62412,-121.0861,183.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376241N1210861W002,37.62412,-121.0861,280.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376302N1207988W001,37.6302,-120.79879,125.0,Residential,['Q'],SCRO,5-022.02,2,1,2,2,1,0,0,1,1,2,2,2,2,2,2
376307N1209676W001,37.63074,-120.96762,161.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2
376307N1209676W002,37.63071,-120.96762,283.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2
376322N1213413W001,37.6322,-121.3413,800.0,Unknown,['Q'],SCRO,5-022.07,2,2,1,2,2,2,2,2,4,0,0,0,0,0,0
376324N1208891W001,37.63252,-120.88928,260.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376368N1208638W001,37.6368,-120.8638,300.0,Irrigation,['Q'],SCRO,5-022.02,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
376371N1207736W001,37.63709,-120.77363,237.0,Other,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
376377N1211496W001,37.63793,-121.14989,160.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
376388N1213056W001,37.6388,-121.3056,300.0,Residential,['Q'],NCRO,5-022.15,3,3,3,4,2,2,4,4,10,13,9,2,2,2,0
376388N1213233W001,37.6388,-121.3233,128.0,Unknown,['Q'],NCRO,5-022.15,2,2,1,2,2,2,2,2,8,11,4,11,4,0,0
376412N1207455W001,37.64118,-120.74551,300.0,Other,['QPc'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
376416N1207760W001,37.6418,-120.77618,324.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376418N1208929W001,37.64203,-120.89313,370.0,Irrigation,['Q'],SCRO,5-022.02,1,2,0,0,0,0,2,2,2,2,2,2,1,0,0
376420N1207551W001,37.64205,-120.75509,250.0,Other,['Q'],SCRO,5-022.02,2,2,1,0,0,1,2,2,2,2,2,2,0,0,0
376427N1211085W001,37.6429,-121.10858,240.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376428N1207641W001,37.64277,-120.76407,295.0,Other,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
376429N1209317W001,37.64299,-120.93177,175.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376439N1209009W001,37.64397,-120.901,175.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2
376443N1208474W001,37.64444,-120.8477,330.0,Irrigation,['Q'],SCRO,5-022.02,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2
376444N1213980W001,37.64428,-121.39734,782.0,Unknown,['Q'],NCRO,5-022.15,2,2,1,2,2,2,2,2,8,11,10,12,12,12,12
376455N1208013W001,37.64561,-120.80154,412.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376456N1207736W001,37.64559,-120.77356,311.0,Other,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
376461N1207525W001,37.6461,-120.75254,179.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
376470N1213162W001,37.64741,-121.31659,745.0,Unknown,['Q'],NCRO,5-022.15,2,2,0,2,2,2,2,2,7,11,6,11,11,12,12
376473N1207639W001,37.64731,-120.76391,271.0,Other,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
376474N1208468W001,37.64784,-120.84725,160.0,Residential,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
376485N1207360W001,37.64867,-120.736,248.0,Irrigation,['QPc'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376495N1205351W001,37.64951,-120.53514,365.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
376499N1210486W001,37.64996,-121.04869,129.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376499N1210486W002,37.64996,-121.04865,243.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376507N1208474W001,37.65102,-120.8477,460.0,Irrigation,['Q'],SCRO,5-022.02,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2
376535N1211285W001,37.65361,-121.1286,136.0,Irrigation,['Q'],SCRO,5-022.02,3,4,2,2,2,2,2,2,2,2,2,2,1,0,0
376543N1210946W001,37.65464,-121.09489,196.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
376552N1210721W001,37.65546,-121.07233,337.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
376596N1206896W001,37.65977,-120.68968,380.0,Irrigation,['QPc'],SCRO,5-022.02,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0
376596N1211549W001,37.6597,-121.15521,64.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376607N1208563W001,37.6607,-120.8563,159.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
376641N1210443W001,37.66423,-121.04467,467.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,3,2,2,2,2,2,2,2,1,0,0
376664N1214612W001,37.66645,-121.46123,430.0,Observation,['Q'],NCRO,5-022.15,0,0,0,0,0,1,1,2,2,2,1,2,2,2,0
376674N1209121W001,37.66749,-120.91217,606.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,3,2,1,2,2,2,2,0,0,0
376677N1209518W001,37.66772,-120.95195,255.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376680N1211049W001,37.66804,-121.10504,80.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376696N1210729W001,37.66969,-121.07305,70.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0
376700N1214547W001,37.66997,-121.45466,27.0,Observation,['Q'],NCRO,5-022.15,0,0,0,0,0,1,1,2,2,2,1,2,2,2,0
376713N1214580W001,37.67134,-121.45798,87.0,Observation,['Q'],NCRO,5-022.15,0,0,0,0,0,1,1,2,2,2,1,2,2,2,0
376713N1214581W001,37.67127,-121.45809,477.0,Observation,['Q'],NCRO,5-022.15,0,0,0,0,0,1,1,2,2,0,1,2,3,4,1
376722N1209409W001,37.67225,-120.94091,285.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376735N1208752W001,37.67361,-120.8753,468.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376738N1211435W001,37.6738,-121.1435,75.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
376743N1208913W001,37.6744,-120.89143,476.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376757N1210999W001,37.67582,-121.10006,400.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
376777N1211363W001,37.67789,-121.13633,200.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
376782N1210541W001,37.67839,-121.05433,130.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376816N1208254W001,37.6816,-120.8254,108.0,Residential,['QPc'],SCRO,5-022.02,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0
376841N1210699W001,37.68413,-121.07012,297.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
376852N1210974W001,37.68535,-121.09746,124.0,Irrigation,['Q'],SCRO,5-022.02,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2
376861N1210009W001,37.68619,-121.00092,122.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376863N1208943W001,37.68643,-120.89462,540.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
376901N1209514W001,37.69019,-120.95142,175.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
376905N1210442W001,37.69056,-121.0443,177.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376905N1210442W002,37.69056,-121.04425,250.0,Observation,['Q'],SCRO,5-022.02,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2
376935N1209027W001,37.69375,-120.90296,518.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0
376946N1211227W001,37.69481,-121.1229,130.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
376960N1208446W001,37.696,-120.8446,160.0,Irrigation,['Q'],SCRO,5-022.02,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0
376974N1213258W001,37.69725,-121.32598,775.0,Unknown,['Q'],NCRO,5-022.15,2,2,1,2,2,2,2,2,8,10,9,11,12,12,12
376992N1212403W001,37.6992,-121.2403,71.0,Stockwatering,['Q'],NCRO,5-022.01,2,2,2,2,2,2,2,2,8,11,8,0,0,0,0
377031N1214485W001,37.70306,-121.44854,415.0,Observation,['Q'],NCRO,5-022.15,0,0,1,2,2,2,2,2,2,2,1,2,3,5,4
377031N1214485W002,37.70306,-121.44854,595.0,Observation,['Q'],NCRO,5-022.15,0,0,1,2,2,2,2,2,2,2,1,2,5,12,9
377031N1214485W003,37.70306,-121.44854,820.0,Observation,['Q'],NCRO,5-022.15,0,0,1,2,2,2,2,2,2,2,1,2,3,5,4
377032N1210382W001,37.70344,-121.03848,346.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
377032N1210652W001,37.70354,-121.06521,352.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0
377035N1211035W001,37.70369,-121.10379,372.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
377049N1209110W001,37.70504,-120.9113,480.0,Irrigation,['Q'],SCRO,5-022.02,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
