site_code,latitude,longitude,well_depth,well_use,geology,Region_Off,Basin_Subb,observations_2010,observations_2011,observations_2012,observations_2013,observations_2014,observations_2015,observations_2016,observations_2017,observations_2018,observations_2019,observations_2020,observations_2021,observations_2022,observations_2023,observations_2024
365005N1191870W001,36.5005,-119.187,50.0,Irrigation,['Qoa'],SCRO,5-022.11,0,0,0,0,1,1,1,0,1,2,2,2,2,1,2
365008N1203532W001,36.50061,-120.35327,1218.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,0,1,0,2,0,2,2,2,2
365014N1203074W001,36.50182,-120.30728,1198.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,2,2,0,0,0,0,0
365017N1202255W001,36.50165,-120.2255,1042.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0
365019N1202891W001,36.50187,-120.28908,1202.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,2,1,1,1,2,2,0,0,0,0,0
365022N1202066W001,36.50219,-120.20665,558.0,Irrigation,['Q'],SCRO,5-022.09,1,1,2,2,2,1,2,2,1,3,0,0,0,0,0
365024N1201313W001,36.50247,-120.1304,1040.0,Irrigation,['Q'],SCRO,5-022.09,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
365031N1204346W001,36.50241,-120.43465,2050.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,1,1,0,2,2,0,0,0,0,0
365036N1197552W001,36.50356,-119.7552,270.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,1,3,3,2,2,2,2
365036N1198091W001,36.50358,-119.80913,300.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,1,3,3,2,2,2,2
365039N1201882W001,36.50344,-120.1882,546.0,Irrigation,['Q'],SCRO,5-022.09,1,1,2,2,2,1,1,2,1,3,0,0,0,0,0
365053N1202888W001,36.50508,-120.28859,1100.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,1,1,1,2,2,0,0,0,0,0
365054N1204069W001,36.50535,-120.40685,2100.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,1,0,2,2,0,0,0,0,0
365071N1199693W001,36.50674,-119.96957,196.0,Irrigation,['Q'],SCRO,5-022.08,1,2,1,2,2,2,1,2,1,1,2,1,2,0,2
365076N1202801W001,36.50763,-120.28013,1300.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
365079N1203527W001,36.50792,-120.35273,1310.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,2,2,0,0,0,0,0
365079N1203527W002,36.50792,-120.35273,2270.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365081N1203524W001,36.50787,-120.35273,2350.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365082N1201338W001,36.50862,-120.13392,1040.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,1,0,2,2,2,1,2,2,0,0,0,0
365089N1202616W001,36.50898,-120.26163,995.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,1,0,0,1,0,0,0,1,2,2
365089N1203338W001,36.50858,-120.3342,1180.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,2,1,1,0,1,2,0,0,0,0,0
365094N1202249W001,36.5092,-120.22495,560.0,Irrigation,['Q'],SCRO,5-022.09,0,1,2,1,2,0,1,0,0,1,0,0,0,0,0
365133N1204343W001,36.51327,-120.4343,1880.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,1,0,1,2,2,0,0,0,0,0
365153N1202038W001,36.3493,-120.20325,1750.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0
365158N1203338W001,36.51576,-120.3338,1330.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,2,1,1,1,1,2,0,0,0,0,0
365159N1204228W001,36.51587,-120.42278,2220.0,Irrigation,['Q'],SCRO,5-022.09,2,0,0,2,1,1,1,2,1,3,0,0,0,0,0
365161N1202893W001,36.5161,-120.28893,1104.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,2,1,1,1,2,2,0,0,0,0,0
365161N1202980W001,36.51608,-120.29797,1120.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,1,0,2,1,2,0,0,0,0,0
365161N1203141W001,36.51616,-120.31405,1525.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,1,0,1,1,1,2,0,0,0,0,0
365161N1203218W001,36.51613,-120.32177,1325.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0
365161N1203296W001,36.51602,-120.32945,1200.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
365162N1202615W001,36.51618,-120.26152,1002.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,0,1,0,2,1,2,0,0,0,0,0
365164N1202432W001,36.51637,-120.24318,1080.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0
365164N1204069W001,36.51635,-120.40687,1700.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,1,0,1,2,2,1,0,0,0,0,0
365167N1201343W001,36.51667,-120.13427,1120.0,Irrigation,['Q'],SCRO,5-022.09,0,0,3,1,0,2,2,2,0,2,0,0,0,0,0
365167N1201827W001,36.51681,-120.18273,520.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,1,1,1,1,1,2,1,0,0,0,0,0
365179N1198633W001,36.5179,-119.86331,280.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,1,3,3,2,2,2,2
365205N1201516W001,36.52038,-120.15147,578.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
365208N1203708W001,36.52247,-120.37075,1060.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,2,2,0,0,0,0,9
365227N1201335W001,36.52174,-120.13372,640.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
365230N1203434W001,36.52295,-120.34341,1210.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,0,2,2,2,2,2,0,0,0,0
365231N1203071W001,36.52332,-120.30832,1075.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,2,1,3,0,0,0,0,0
365231N1203679W001,36.52312,-120.36789,1207.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,0,1,2,2,2,0,0,0,0,9
365232N1203164W001,36.52319,-120.31636,1202.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0
365233N1202610W001,36.52327,-120.26152,1204.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,1,1,1,1,2,2,0,0,0,0,0
365235N1199902W001,36.52404,-119.98993,500.0,Irrigation,['Q'],SCRO,5-022.08,2,2,1,2,1,1,1,2,2,0,1,2,1,2,2
365235N1202248W001,36.52353,-120.22482,1194.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0
365239N1203524W001,36.52338,-120.3523,1196.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
365242N1202246W001,36.524,-120.22469,750.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,1,1,0,0,1,2,2,0,0,0,0,0
365270N1204334W001,36.52697,-120.43342,1855.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,2,1,1,0,1,2,2,0,0,0,0,0
365300N1200900W001,36.53,-120.09,625.0,Irrigation,['Q'],SCRO,5-022.08,0,1,3,1,2,1,2,2,2,1,2,2,0,0,0
365300N1203338W001,36.53007,-120.33388,1816.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
365303N1203613W001,36.53019,-120.36111,1150.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
365303N1203974W001,36.52986,-120.39748,2760.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365305N1202797W001,36.53052,-120.27971,1302.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,2,1,2,1,3,0,0,0,0,0
365306N1202657W001,36.53062,-120.26568,915.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,2,1,2,1,1,2,0,0,0,0,0
365306N1202974W001,36.53767,-120.28669,570.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
365306N1203520W001,36.5306,-120.35197,1180.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0
365307N1202529W001,36.53073,-120.25288,1080.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,1,1,1,1,2,0,0,0,0,0
365308N1202710W001,36.53092,-120.27097,1540.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365308N1203699W001,36.53064,-120.37022,1672.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
365311N1202046W001,36.53112,-120.20459,548.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,2,0,2,0,0,0,0,0
365311N1203810W001,36.53121,-120.38064,1410.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,1,3,1,2,2,1,3,0,0,0,0,9
365312N1201732W001,36.53121,-120.17317,760.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
365312N1201732W002,36.53121,-120.17317,760.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
365313N1202071W001,36.53128,-120.20708,1245.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,2,1,2,2,2,0,0,0,0,0
365314N1202060W001,36.53145,-120.20597,546.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,0,2,0,0,0,0,0
365314N1202432W001,36.53143,-120.24313,510.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,2,1,0,2,2,2,0,0,0,0,0
365315N1202247W001,36.53145,-120.22468,483.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365318N1201136W001,36.53179,-120.11359,588.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2
365340N1203339W001,36.53402,-120.33388,1220.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0
365347N1202341W001,36.53452,-120.23456,504.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0
365358N1204068W001,36.53583,-120.40681,2386.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0
365372N1203885W001,36.53726,-120.38862,1980.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,2,3,1,2,2,1,3,0,0,0,0,9
365377N1202886W001,36.53774,-120.28862,1075.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
365378N1202624W001,36.53776,-120.26198,788.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,1,1,1,2,1,0,0,0,0,0
365378N1203343W001,36.53768,-120.33433,660.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,2,1,1,1,1,2,0,0,0,0,0
365380N1203249W001,36.53798,-120.32487,1125.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,1,2,1,1,2,0,0,0,0,0
365380N1203521W001,36.53801,-120.35214,1200.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,2,1,1,1,1,1,2,2,2,2,2
365381N1202429W001,36.53768,-120.24331,560.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,1,1,0,0,0,0,0
365381N1203792W001,36.53808,-120.37923,1262.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
365381N1204163W001,36.53837,-120.41662,2803.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,1,0,0,1,0,2,2,2,2,2,2
365383N1202071W001,36.53827,-120.2071,1180.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0
365383N1202175W001,36.53827,-120.21745,1210.0,Irrigation,['Q'],SCRO,5-022.09,0,2,0,1,2,1,1,2,2,2,0,0,0,0,0
365383N1204616W001,36.53862,-120.4615,2100.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365384N1202161W001,36.53839,-120.21608,566.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365400N1200000W001,36.53582,-119.99901,585.0,Irrigation,['Q'],SCRO,5-022.08,0,1,3,2,1,2,2,2,1,3,2,2,2,2,1
365407N1204524W001,36.54071,-120.45237,2260.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0
365411N1203702W001,36.54126,-120.39735,1750.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,2,3,1,2,2,1,3,0,0,0,0,0
365422N1202538W001,36.54127,-120.25304,600.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,1,1,2,2,1,0,0,0,0,0
365442N1204066W001,36.54345,-120.40685,1634.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,1,1,1,2,2,0,0,0,0,0
365446N1203157W001,36.54458,-120.31572,1162.0,Irrigation,['Q'],SCRO,5-022.09,0,0,1,0,1,1,1,2,0,3,0,0,0,0,0
365448N1202245W001,36.54481,-120.22447,515.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365450N1202244W001,36.54497,-120.2244,580.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365450N1202621W001,36.54487,-120.26203,1040.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,0,1,1,2,2,0,0,0,0,0
365450N1202706W001,36.54502,-120.27058,1130.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,2,2,0,2,0,0,0,0,0
365450N1202977W001,36.5452,-120.29757,950.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0
365450N1203963W001,36.54488,-120.39735,1260.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,2,2,1,2,2,2,2,0,0,0,0,0
365451N1204614W001,36.5451,-120.46142,2230.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,0,2,1,2,2,1,1,2,2
365452N1202255W001,36.54525,-120.22551,1202.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,2,1,0,2,2,0,0,0,0,0
365452N1204440W001,36.54517,-120.444,2190.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,0,2,1,2,0,0,0,0,0
365453N1202127W001,36.54539,-120.21163,965.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,0,2,2,2,2,2,2,2,2,2
365453N1202338W001,36.54519,-120.2345,580.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,0,0,0,0,0,0,1,2,1,0
365456N1202436W001,36.5456,-120.24358,1122.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,1,1,1,2,1,2,0,0,0,0,0
365456N1202804W001,36.54505,-120.2802,546.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,0,1,2,2,2,0,0,0,0,0
365456N1205738W001,36.5456,-120.40649,1340.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,2,2,2,2,0,0,0,0,0
365457N1203329W001,36.54567,-120.33286,1395.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,1,1,1,2,2,0,0,0,0,0
365458N1202249W001,36.54488,-120.22488,510.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365461N1203327W001,36.546,-120.33295,1212.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
365471N1198554W001,36.5471,-119.8554,156.0,Irrigation,['Q'],SCRO,5-022.08,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
365495N1204789W001,36.54947,-120.47891,2131.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
365500N1194500W001,36.55,-119.45,255.0,Irrigation,['Q'],SCRO,5-022.08,0,1,3,2,2,2,2,2,2,2,2,0,0,0,0
365520N1203343W001,36.55198,-120.33427,560.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,0,1,2,1,1,2,1,2,2
365522N1203431W001,36.55223,-120.34308,600.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0
365522N1203518W001,36.55245,-120.3521,1380.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,2,0,2,0,0,0,0,0
365524N1202799W001,36.55235,-120.2799,500.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0
365525N1202233W001,36.55247,-120.2233,1080.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,2,1,1,2,2,2,0,0,0,0,0
365527N1204793W001,36.55268,-120.47933,2230.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
365528N1202704W001,36.55244,-120.27054,618.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,1,1,1,1,2,0,0,0,0,0
365536N1204157W001,36.55368,-120.41583,1672.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,0,0,1,0,1,2,2,0,0,0,0
365592N1203345W001,36.55922,-120.33453,600.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0
365594N1202977W001,36.55958,-120.29768,570.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,1,1,2,2,0,0,0,0,0
365594N1203066W001,36.55961,-120.30708,604.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,1,2,0,3,0,0,0,0,0
365596N1202263W001,36.55963,-120.22633,1000.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,0,1,0,0,2,1,2,0,0,0,0,0
365596N1202435W001,36.5596,-120.24345,600.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,1,1,0,2,1,1,1,0,0,0,0,0
365597N1202724W001,36.55967,-120.27221,669.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,1,1,0,0,0,0,0
365598N1204794W001,36.55984,-120.47938,2305.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,0,0,1,2,2,1,0,0,0,0,0
365600N1193400W001,36.56,-119.34,380.0,Unknown,['Qoa'],SCRO,5-022.08,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0
365600N1203804W001,36.5598,-120.37999,1900.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,2,3,1,2,1,1,3,0,0,0,0,0
365602N1204606W001,36.56019,-120.46055,2120.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,2,0,0,2,2,2,0,0,0,0,0
365604N1201255W001,36.56042,-120.12552,520.0,Irrigation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2
365604N1204968W001,36.56036,-120.49678,2142.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0
365616N1198824W001,36.5616,-119.8824,280.0,Irrigation,['Q'],SCRO,5-022.08,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
365622N1203796W001,36.56185,-120.37962,1089.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,1,2,0,0,0,0,2,0,0,0,0,0
365628N1203129W001,36.56286,-120.31584,560.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,0,1,1,1,1,2,0,0,0,0,0
365630N1202797W002,36.56299,-120.27967,560.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,2,1,1,1,2,2,0,0,0,0,0
365631N1203338W001,36.56303,-120.334,656.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,1,1,1,2,2,0,0,0,0,0
365639N1193938W001,36.56393,-119.39387,0.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
365639N1203796W001,36.56335,-120.37963,1083.0,Irrigation,['Q'],SCRO,5-022.09,0,1,1,1,2,0,0,0,0,3,0,0,0,0,0
365643N1204792W001,36.56425,-120.47919,2010.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
365652N1202265W001,36.56518,-120.22648,1042.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0
365661N1203168W001,36.56638,-120.31633,540.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365669N1204154W001,36.56698,-120.41554,1120.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,3,2,1,1,2,1,2,0,0,0,0,0
365672N1203527W001,36.56659,-120.35281,738.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,2,0,0,2,1,2,0,0,0,0,0
365672N1204702W001,36.56708,-120.47036,1769.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0
365675N1204252W001,36.56752,-120.42545,2018.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,0,0,0,0,0,0,1,2,2,2
365675N1204563W001,36.56763,-120.45665,1743.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
365675N1204607W001,36.56753,-120.46067,2030.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,0,1,2,2,2,0,0,0,0,0
365685N1199624W001,36.56852,-119.96245,322.0,Irrigation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365700N1199500W001,36.57,-119.95,460.0,Irrigation,['Q'],SCRO,5-022.08,0,1,3,2,1,1,1,1,2,3,1,2,2,2,2
365700N1200500W001,36.57,-120.05,525.0,Irrigation,['Q'],SCRO,5-022.08,0,1,1,2,2,1,2,2,1,1,1,2,0,0,0
365721N1192620W001,36.57,-119.26,100.0,Irrigation,['Qoa'],SCRO,5-022.08,1,2,3,2,2,2,2,2,2,2,2,2,0,0,0
365721N1198766W001,36.5721,-119.8766,275.0,Irrigation,['Q'],SCRO,5-022.08,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
365728N1204787W001,36.57281,-120.47867,2390.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0
365739N1202791W001,36.57364,-120.27944,807.0,Observation,['Q'],SCRO,5-022.09,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0
365742N1202785W001,36.57367,-120.27936,595.0,Observation,['Q'],SCRO,5-022.09,0,1,2,2,2,2,2,2,2,1,0,0,0,0,0
365742N1203157W001,36.57431,-120.31556,833.0,Observation,['Q'],SCRO,5-022.09,0,0,3,2,2,2,2,2,1,1,0,0,0,0,0
365742N1204338W001,36.57428,-120.4336,1558.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,0,1,1,1,2,2,0,0,0,0,0
365744N1204604W001,36.57441,-120.46026,1747.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,1,1,1,2,2,0,0,0,0,0
365744N1205057W001,36.57504,-120.50528,1926.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0
365746N1200706W001,36.57462,-120.07062,467.0,Irrigation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365746N1205145W001,36.5746,-120.51453,2445.0,Irrigation,['Q'],SCRO,5-022.09,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0
365747N1204427W001,36.57465,-120.4427,1040.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,2,1,0,1,2,1,2,0,0,0,0,0
365750N1204966W001,36.57501,-120.49656,1918.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2
365767N1204790W001,36.57673,-120.47903,1310.0,Irrigation,['Q'],SCRO,5-022.09,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
365782N1200252W001,36.5782,-120.0252,370.0,Irrigation,['Q'],SCRO,5-022.08,1,2,2,2,1,0,0,2,1,1,2,1,2,2,2
365786N1205241W001,36.57859,-120.52407,1833.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,3,0,2,2,2,0,0,0,0,0
365800N1200900W001,36.58208,-120.09309,580.0,Irrigation,['Q'],SCRO,5-022.08,0,1,3,1,1,1,1,1,2,1,0,1,1,2,2
365815N1201040W001,36.58153,-120.10403,470.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
365815N1201040W002,36.58153,-120.10403,570.0,Observation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
365816N1204519W001,36.58162,-120.45187,1530.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,0,1,0,2,2,1,2,0,0,0,0,0
365816N1204519W002,36.58162,-120.45187,1320.0,Irrigation,['Q'],SCRO,5-022.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365819N1200617W001,36.58199,-120.06171,440.0,Irrigation,['Q'],SCRO,5-022.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365823N1205146W001,36.58225,-120.51461,2471.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,2,1,0,2,2,2,0,0,0,0,0
365849N1200393W001,36.5849,-120.0393,302.0,Irrigation,['Q'],SCRO,5-022.08,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2
365880N1202434W001,36.49662,-120.12843,1060.0,Irrigation,['Q'],SCRO,5-022.09,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0
365881N1207668W001,36.58808,-120.7669,174.0,Stockwatering,['Q'],SCRO,5-023,0,0,1,1,2,1,1,2,1,0,1,2,2,1,2
365883N1202888W001,36.58847,-120.28855,540.0,Irrigation,['Q'],SCRO,5-022.09,1,1,1,2,2,0,0,0,1,3,0,0,0,0,0
365883N1205331W001,36.58834,-120.53309,2195.0,Industrial,['Q'],SCRO,5-022.09,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0
365886N1204154W001,36.58854,-120.41559,1130.0,Irrigation,['Q'],SCRO,5-022.09,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0
365890N1204797W001,36.58898,-120.47968,1220.0,Irrigation,['Q'],SCRO,5-022.09,1,1,0,1,1,0,1,2,2,1,0,0,0,0,9
