ID, Station Name, Latitude (deg), Longitude (deg), Ellipsoidal Elevation (m), X (m), Y (m), Z (m), Epoch Date (YYYYMMDD)
LSIG, Tolt_Reservoir,,    47.6952002682, -121.6895666492,  527.16113, -2259490.81273, -3659917.92972,  4694522.56977, 20230517
LSON, Lamberson_Butte,    45.3595328533, -121.6472276616, 1999.44225, -2356191.11427, -3822869.78286,  4516935.95507, 20230517
LSUA, Alexandria,         31.1787770450,  -92.4123250148,    4.70795,  -229888.62648, -5456919.81252,  3282870.07556, 20230517
LTAH, Latah_WA,           47.2824274556, -117.1638868064,  735.57387, -1979166.84726, -3857019.96770,  4663662.24493, 20230517
LTUT, LTUT_EBRY_UT2002,   41.5920974982, -112.2468404949, 1564.95592, -1809077.24955, -4422669.69860,  4212866.55013, 20230517
LUTZ, LUTZ_4GU,           37.2868537390, -121.8652313750,   94.96796, -2682295.89455, -4315123.10312,  3842827.28613, 20230517
LVEG, LaVega,             19.2227161898,  -70.5310863453,   78.60674,  2008034.74308, -5680307.68832,  2086669.75651, 20230517
LVMS, LockwoodValSCIGN,   34.7336075889, -119.1036915211, 1543.09723, -2552870.28361, -4585907.31867,  3614498.32402, 20230517
LWCK, Lewis_and_Clark,    46.2781331967, -124.0538461087,   39.09120, -2472866.87229, -3658754.18507,  4586697.52908, 20230517
LWST, LWST,               46.3731775655, -117.0023089807,  427.13364, -2001658.30851, -3928084.27976,  4594274.14778, 20230517
LYCO, Lycoming_County,    41.2409813369,  -77.0023261181,  149.42452,  1080273.12376, -4680043.82134,  4182682.62286, 20230517
LYNS, Lyns,               64.4304817242,  -40.1980560274,  174.09249,  2108477.63112, -1781679.12243,  5730747.34234, 20230517
MACC, Mineral_Area_Com,   37.8450828571,  -90.4845379110,  219.99955,   -42648.48917, -5042990.70020,  3892014.78059, 20230517
MANA, Managua,            12.1489400301,  -86.2489928124,   71.03954,   407981.95818, -6222925.66496,  1333529.14226, 20230517
MAR6, Maartsbo_Sweden,    60.5951452320,   17.2585320184,   75.55965,  2998189.24964,   931452.04206,  5533398.85865, 20230517
MARG, Marie_Gletscher,    77.1870375852,  -65.6946305472,  670.67441,   584120.06071, -1293359.34806,  6198091.10175, 20230517
MAT2, MAT2_SCGN_CS2000,   33.8567629870, -117.4367040714,  398.32807, -2443204.84127, -4706038.83003,  3533485.63405, 20230517
MAUI, Haleakala_Maui,     20.7066609548, -156.2570348375, 3062.10247, -5466069.10364, -2404326.94465,  2242128.11040, 20230517
MAWY, MAWY_EBRY_WY1998,   44.9734270078, -110.6893036660, 1824.26586, -1597259.30060, -4229411.81666,  4486549.12208, 20230517
MC01, MESA_CNTY_COOP,     39.0912245536, -108.5281454941, 1437.19022, -1575526.03090, -4701075.18903,  4001088.65714, 20230517
MC02, Mesa_Cnty_02_Coo,   39.0146982069, -108.4900460039, 1490.43947, -1574110.67931, -4707238.49961,  3994523.24480, 20230517
MC03, Mesa_Cnty_03_Coo,   39.1899448822, -108.7306207768, 1379.18863, -1589892.63889, -4688882.42220,  4009554.30207, 20230517
MC04, Mesa_Cnty_04_Coo,   38.6841642734, -108.9738548296, 1400.87585, -1621264.93151, -4715484.24835,  3965883.86928, 20230517
MC05, DELTA_COUNTY_SHE,   38.7395558015, -108.0729825616, 1505.08390, -1545757.07947, -4736812.36732,  3970748.21805, 20230517
MC06, MACK,               39.2225300805, -108.8516551645, 1392.46223, -1599058.38426, -4683358.59451,  4012366.48552, 20230517
MC07, DEBEQUE,            39.3177770356, -108.2128797154, 1488.21734, -1544677.26846, -4694605.60578,  4020615.31578, 20230517
MC08, COLLBRAN,           39.2357155873, -107.9776576910, 1834.95140, -1527254.52261, -4706650.25610,  4013780.54802, 20230517
MC09, NUCLA,              38.2432307167, -108.5581489388, 1792.98306, -1596799.51615, -4756283.41955,  3927793.44229, 20230517
MC10, MONTROSE,           38.4555983683, -107.8784572828, 1808.59288, -1535777.60829, -4760978.64588,  3946295.64402, 20230517
MCNE, Lake_Charles,       30.1805668895,  -93.2177438753,  -10.01709,  -309741.17174, -5509512.54970,  3187687.74604, 20230517
MCSO, MCSO_206,           44.9738102905, -122.9557506331,   52.82655, -2458669.17373, -3792427.42373,  4485327.23952, 20230511
MCTY, Pemiscot_County,    36.1196214326,  -89.7022043753,   51.67385,    26809.83981, -5158157.84718,  3738952.23428, 20230517
MDMT, MDMT_PNGA_OR1999,   42.4183406921, -121.2216035762, 1710.51738, -2445076.66481, -4033868.07453,  4281176.40930, 20230517
MDO1, McDonald_Observa,   30.6805105383, -104.0149951099, 2004.50484, -1329998.97858, -5328393.36979,  3236504.10226, 20230517
MDRS, Madras,             44.6640293023, -121.1304207420,  736.04413, -2349419.03047, -3890005.22990,  4461388.07777, 20230517
MERC, Mercury,            36.6325112149, -115.9790186269, 1256.91596, -2245158.01123, -4607537.64002,  3785494.87965, 20230517
MFLD, Marshfield_2,       44.6368421472,  -90.1349793091,  341.73365,   -10710.26866, -4546267.57624,  4458961.49816, 20230517
MHC2, Mount_Hamilton,     37.3415332971, -121.6425823434, 1261.91093, -2664064.09418, -4323171.80055,  3848361.62894, 20230517
MHDL, Marin_Headland,     37.8423246864, -122.4943384948,   65.87315, -2709309.04213, -4253690.80224,  3891678.46301, 20230517
MHMS, MarkhamMidSSCIGN,   33.9390574471, -118.2441381101,   -2.48917, -2506712.66519, -4666364.10633,  3540838.98689, 20230517
MHTL, Mount_Hood_Timbe,   45.3286686720, -121.7111635131, 1750.25592, -2361646.44664, -3822165.53184,  4514347.08257, 20230517
MIAR, Standish,           43.9826524517,  -83.9798761788,  163.23328,   482115.98936, -4571581.04183,  4406818.22214, 20230517
MICW, Coldwater,          41.9397103025,  -84.9798602740,  266.37632,   415799.64866, -4733447.93000,  4240803.01298, 20230517
MIDS, Davison,            43.0499661422,  -83.5197249187,  212.87617,   526872.14604, -4638494.41151,  4331705.09588, 20230517
MIG1, MIG1_SCGN_CS2000,   34.0382626644, -120.3513979020,  130.94117, -2673548.69726, -4565822.74192,  3550037.66545, 20230517
MIGD, Gaylord,            45.0265843311,  -84.6447319495,  367.94912,   421460.66144, -4496050.70116,  4489697.27972, 20230517
MIHO, Holland,            42.8141541992,  -86.0839925470,  158.84882,   320034.38088, -4675184.72196,  4312487.53805, 20230517
MIHT, Hart,               43.6880563574,  -86.3645751247,  188.86571,   292918.97549, -4610325.66998,  4383224.47044, 20230517
MIIR, Iron_River,         46.0803894723,  -88.6333760867,  470.02715,   105707.53341, -4430953.42328,  4571788.68787, 20230517
MILK, Millikan_Library,   34.1368338786, -118.1262613479,  243.34159, -2491414.20520, -4660861.32468,  3559156.19612, 20230517
MILP, Milpitas_-_Starb,   37.4490417773, -121.8340849381,  336.29056, -2674288.22516, -4307461.57354,  3857280.10081, 20230517
MIMN, Manistee,           44.3724759515,  -86.1628683538,  214.80485,   305611.53137, -4556545.49583,  4437920.19712, 20230517
MIMQ, Marquette,          46.5455479084,  -87.3786994607,  155.12114,   200984.48717, -4390006.86513,  4607276.80384, 20230517
MINI, Niles,              41.8093837728,  -86.2237727536,  200.76695,   313578.00636, -4750951.93105,  4229980.26636, 20230517
MIST, Stevenson,          45.4217062354,  -87.5996235430,  187.81767,   187819.18681, -4480526.41557,  4520499.69482, 20230517
MJPK, Modjeska_PkSCIGN,   33.7144841353, -117.5504761218, 1528.00097, -2457038.74171, -4709792.36434,  3520995.57844, 20230517
MKAH, MKAH,               48.3706741742, -124.5892241309,   23.70029, -2409847.74807, -3494679.16111,  4744374.13844, 20230517
MKEA, Mauna_Kea,          19.8013603092, -155.4563510077, 3754.65678, -5464105.43426, -2495165.24103,  2148291.86079, 20230517
MLFP, MLFP_SCGN_CS1998,   33.9184058923, -117.3179634151,  472.98416, -2431725.47246, -4707759.73607,  3539203.64478, 20230517
MNBD, Birchdale,          48.6276958935,  -94.0672802504,  318.91177,  -299585.24696, -4213166.25548,  4763534.25808, 20230517
MNCA, Caleonia,           43.6329573674,  -91.4962545642,  339.62298,  -120738.92559, -4622380.68775,  4378899.58744, 20230517
MNDN, DONALDSON,          48.5723646262,  -96.9146601351,  224.29734,  -509055.50740, -4197602.48082,  4759394.09928, 20230517
MNGR, GRACEVILLE,         45.5583024426,  -96.4940637072,  310.87121,  -505979.03411, -4445015.50549,  4531230.59587, 20230517
MNJC, JACOBSON,           46.9782967255,  -93.2736992861,  350.94119,  -248963.43979, -4352576.99538,  4640375.52307, 20230517
MNRT, ROTHSAY,            46.4905093064,  -96.2912824169,  345.22425,  -482075.19232, -4372682.07967,  4603204.50204, 20230517
MNRV, ROOSEVELT,          48.7893958295,  -95.0512534155,  336.47449,  -370704.00356, -4193952.83350,  4775413.99315, 20230517
MNSC, SAUK_CENTRE,        45.7130397242,  -94.9312580922,  354.14911,  -383508.80909, -4444941.44311,  4543287.42344, 20230517
MNTF, Thief_River_Fall,   48.1191591598,  -96.2074212850,  326.21690,  -461283.23228, -4241067.91521,  4725974.59959, 20230517
MNVI, VIRGINIA,           47.5232778315,  -92.5615228808,  414.37073,  -192857.20036, -4310928.02480,  4681551.43816, 20230517
MOAL, MoDOT_Albany,       40.2557719567,  -94.2997074582,  253.80374,  -365466.29675, -4860878.04045,  4099864.55704, 20230517
MODB, Modoc_Plateau,      41.9023245824, -120.3028340344, 1567.21527, -2399442.81172, -4105688.03662,  4238581.93133, 20230517
MOED, MoDOT_Edina,        40.1865783622,  -92.1750912474,  193.59583,  -185194.04323, -4875997.41631,  4093958.92357, 20230517
MOEL, MoDOT_Eldon,        38.3471395241,  -92.5953818571,  261.37901,  -226811.71704, -5003681.62329,  3935898.03249, 20230517
MOGF, MoDOT_Greenfield,   37.4293176717,  -93.8461132585,  299.65241,  -340174.95144, -5059992.65350,  3855519.59947, 20230517
MOPN, MoDOT_Princeton,    40.4173593363,  -93.5775221918,  273.25234,  -303446.09362, -4853521.28901,  4113554.73542, 20230517
MORP, Morpeth,            55.2127922405,   -1.6854923181,  144.42688,  3645667.66045,  -107276.97609,  5215053.63855, 20230517
MOVB, MoDOT_Van_Buren,    36.9601332105,  -91.0605132538,  135.67911,   -94443.93212, -5101888.84006,  3813940.40350, 20230517
MPLE, Mt._Pleasant,       43.6150776729,  -84.7617509658,  200.63386,   422271.15264, -4605910.83155,  4377365.62588, 20230517
MPWD, MPWD_SCGN_CS1998,   34.2955143179, -118.8780225460,  190.25650, -2547550.32906, -4619066.21437,  3573682.17840, 20230517
MRSD, Mount_Rainier_Sk,   46.7853444723, -121.7420410127, 1629.71666, -2302313.77757, -3721652.84720,  4626645.34447, 20230517
MSCG, Mission_Creek,      34.0385025149, -116.6479625686,  913.09199, -2373333.40088, -4729544.36662,  3550497.52127, 20230517
MSD1, San_Jose_De_WAAS,   23.1604494656, -109.7176533104,  103.87537, -1979520.06239, -5523222.41193,  2493106.89046, 20230517
MSOB, MountainSkiSCIGN,   34.2308455599, -117.2101297268, 1733.20053, -2414458.01162, -4695984.85184,  3568621.32133, 20230517
MSOL, Missoula,           46.9294038122, -114.1088637501,  960.07925, -1782602.99476, -3983405.51499,  4637110.15215, 20230516
MSVG, Mestersvig,         72.2408230838,  -23.9128651244,   88.17964,  1783896.72481,  -790993.47654,  6052020.68954, 20230517
MTA1, CivicCenterSCIGN,   34.0552213155, -118.2455076192,   72.63624, -2503444.00221, -4660012.14758,  3551563.69813, 20230517
MTDT, HELENA,             46.5885023772, -111.9936181905, 1217.16739, -1644768.97390, -4072251.91941,  4611331.17824, 20230517
MTEI, ENGINC,             45.7464039998, -108.6002211931,  970.19268, -1422329.14193, -4226311.55446,  4546317.37480, 20230516
MTFV, Flathead_Valley,    48.2274741696, -114.3268359131,  905.18249, -1753835.74647, -3879469.84199,  4734438.66113, 20230517
MTGG, Mataguay_ScCamp,    33.1991650382, -116.6472307607, 1066.72969, -2396450.95266, -4775764.85339,  3473046.87871, 20230517
MTHC, Highlands_Colleg,   45.9378373398, -112.5100476638, 1696.00200, -1701544.00763, -4105853.94158,  4561663.87912, 20230517
MTLW, Lewistown,          47.0541523396, -109.4427294823, 1236.35031, -1449333.56806, -4105829.83101,  4646773.47288, 20230517
MTMS, Montana_StateU,     48.5409570870, -109.6866451252,  773.33759, -1425435.66451, -3984013.20162,  4757493.83623, 20230517
MTNT, Miami_TNT,          25.8657723226,  -80.9070020064,  -20.51502,   907578.30612, -5670638.13507,  2765679.69660, 20230517
MTSU, Bozeman,            45.6612207785, -111.0450191520, 1494.86862, -1603881.03098, -4168460.27786,  4540079.66720, 20230517
MTUM, Univ_Montana,       46.9500274707, -113.4724129106, 1122.22403, -1737622.37345, -4001525.55900,  4638794.27501, 20230517
MUIR, Camp_Muir,          46.8356327990, -121.7331602823, 3067.65086, -2300109.93954, -3719378.78800,  4631521.29689, 20230517
MULN, RW_HWY_145_on_Mc,   36.5650848845, -120.0916135265,   24.67458, -2571555.12689, -4437662.31347,  3778752.58031, 20230517
MUSB, MUSB_BARD_CN1997,   37.1699412233, -119.3093541204, 2042.54333, -2491802.82679, -4438642.28377,  3833672.59518, 20230517
MWTP, Mammoth_Water_Tr,   37.6405191296, -118.9447338460, 2317.43089, -2448252.30287, -4426828.91078,  3875340.84026, 20230517
MZNT, Manzanita_OR2021,   45.7015285379, -123.9308603497,  -12.46658, -2490717.32873, -3702269.34775,  4542131.53428, 20230517
NANO, Nanoose,            49.2948096301, -124.0864804869,    6.61536, -2335726.95728, -3451608.36281,  4812009.91504, 20230517
NAPL, Naples,             26.1486453153,  -81.7762912232,  -19.01552,   819477.07991, -5670155.75500,  2793845.78191, 20230517
NCCH, Castle_Hayne_200,   34.3445156144,  -77.8749780151,  -24.21512,  1107312.56588, -5154168.51442,  3578050.60460, 20230517
NCDU, Duck_3,             36.1816779469,  -75.7513376373,  -26.16213,  1268582.70014, -4995545.16596,  3744466.47958, 20230516
NCGO, Goldsboro,          35.4213603793,  -78.0584995272,   12.70295,  1076667.74227, -5090876.65519,  3676068.71632, 20230517
NCJA, Jackson_NC,         36.4084979516,  -77.4375918146,   11.93375,  1117798.42485, -5016199.76273,  3764774.65133, 20230517
NCPO, Polkton,            34.9925555847,  -80.1771895407,   83.56909,   892412.68980, -5154283.26079,  3637238.27569, 20230517
NCSW, Swannanoa,          35.5961292418,  -82.4234047206,  658.51939,   684671.21560, -5147410.49037,  3692229.11339, 20230517
NCWH, Whiteville,         34.2804492565,  -78.7164873611,   -3.74978,  1032283.18526, -5173820.50886,  3572192.14813, 20230517
NDAP, NDAP_SCGN_CS2000,   34.7676871335, -114.6186316298,  241.39822, -2185095.37110, -4768564.74068,  3616863.11801, 20230517
NEDR, NE_Dept_of_Roads,   40.7725875723,  -96.7003304384,  348.33105,  -564409.02917, -4804345.95416,  4143558.00781, 20230517
NGNE, NGNE_SHUM_AK2022,   55.2580759948, -159.9028203121,  112.08806, -3421262.44684, -1251813.30700,  5217901.73226, 20230517
NGSW, NGSW_SHUM_AK2022,   54.8766080956, -160.2244111282,  258.26825, -3461076.53330, -1244398.74083,  5193703.84669, 20230517
NHRG, NHRG_SCGN_CS2000,   34.4986596195, -119.1412652744, 1648.76557, -2563131.30669, -4597243.36080,  3593103.23938, 20230517
NHUN, U_New_Hampshire,    43.1425598702,  -70.9519117186,    7.94085,  1521218.31209, -4405922.56980,  4339076.60083, 20230517
NINT, North_Bend_WA,      47.4950970110, -121.7970862202,  127.27164, -2274869.31821, -3669405.26500,  4679223.28013, 20230517
NJCM, Middle_Township,    39.1006748056,  -74.8029015778,  -26.60345,  1299236.94555, -4782943.69282,  4000979.87780, 20230517
NJHC, Hunterdon_County,   40.5016218208,  -74.9011217745,   94.66626,  1265123.91409, -4689122.69322,  4120558.31482, 20230517
NJOC, Ocean_County,       39.9527934295,  -74.1935040716,   -9.44943,  1333636.68978, -4710933.46037,  4073962.86184, 20230517
NLIB, North_Liberty_VL,   41.7715908815,  -91.5748981997,  206.98740,  -130934.84623, -4762291.69567,  4226854.61696, 20230517
NMDE, Deming_NMDOT,       32.2672671509, -107.7260764162, 1297.83964, -1643934.49584, -5143044.96910,  3386221.21431, 20230517
NMGR, Grants_Nmdot,       35.2165735514, -107.9301162854, 2020.71765, -1606476.34320, -4964822.44093,  3658688.05012, 20230517
NMKM, New_Markham,        36.4544530474,  -89.4003903320,   60.02113,    53750.65951, -5135963.72867,  3768906.12453, 20230517
NMRO, Roswell,            33.3949583626, -104.5891066833, 1094.71959, -1342902.90043, -5159504.86882,  3491215.81639, 20230517
NMSF, Santa_Fe,           35.6737889483, -105.9586054950, 2096.29917, -1426648.81872, -4988916.25313,  3700071.34424, 20230517
NMSU, NM_State_Univ,      32.2742686218, -106.7446827447, 1187.52427, -1555458.41907, -5169961.01510,  3386818.91929, 20230517
NNVN, North_Niviarsiat,   61.6318770564,  -44.9010690923, 2134.65866,  2152868.92761, -2145447.14651,  5591017.44677, 20230517
NOCO, NorcoCollegSCIGN,   33.9197110041, -117.5695862079,  186.81164, -2452229.47290, -4696752.97353,  3539164.08991, 20230517
NOPK, North_Park_SCIGN,   33.9797389188, -118.3480174456,   33.13719, -2513985.97178, -4659619.27789,  3544601.67972, 20230517
NOR1, Cadillac,           44.2558258695,  -85.4371619872,  364.05305,   364027.40764, -4561442.53257,  4428749.49066, 20230517
NOR3, Alpena,             45.0685846346,  -83.5686502881,  174.45927,   505437.11904, -4483924.28268,  4492858.24321, 20230517
NORM, North_of_Rim,       43.7388751325, -121.2527224081, 2161.38834, -2395438.80231, -3947138.08354,  4388669.51507, 20230517
NOSE, RomanNose_OR2021,   43.9119030030, -123.7387230511,  849.00846, -2556471.07619, -3827659.99143,  4401633.90412, 20230517
NRC1, OTTAWA_NRC,         45.4541628966,  -75.6238312017,   82.54523,  1112776.95558, -4341475.91975,  4522955.87933, 20230517
NRSK, Norske_Oye,         79.1550294979,  -17.7254192774,  348.01873,  1146860.69964,  -366570.64369,  6242817.08940, 20230517
NRWY, NRWY_EBRY_WY2003,   44.7148468783, -110.6777200772, 2342.70800, -1603691.72350, -4249043.22540,  4466533.67219, 20230517
NTKA, Nootka_Island,      49.5923626653, -126.6166117488,   -1.47227, -2470820.43702, -3324948.14769,  4833520.93216, 20230517
NVBM, Bermuda,            35.9698144301, -115.1575159611,  712.52413, -2197190.49143, -4678268.38838,  3725899.98182, 20230517
NVLM, AMS_WT_Facility,    36.0696581117, -114.8132084861,  362.09714, -2166184.63926, -4685216.18330,  3734655.18991, 20230517
NVMO, NVMO_NNSS,          36.9397157890, -116.0801777746, 1545.09303, -2244413.84683, -4585433.37962,  3812976.60069, 20230517
NVPO, Mt._Potosi,         35.9562771410, -115.4956074455, 2491.72694, -2225757.31448, -4667318.06804,  3725728.76277, 20230517
NWBG, ADEPAZ_COOP,        45.3000514528, -122.9755320650,   42.56352, -2445987.13470, -3770013.57532,  4510896.08909, 20230511
NWBL, Northwest_Bluff,    16.8204161790,  -62.2027046594,  146.72233,  2848019.49577, -5402367.76206,  1833860.96651, 20230517
NWCC, Northwest_Correc,   36.4166158569,  -89.4582912381,   64.82628,    48584.03910, -5138512.87649,  3765530.99722, 20230517
NYBA, NYBA_KIVU_RW2022,   -1.7623753260,   29.3496475948, 2248.83675,  5558817.57747,  3125799.69991,  -194912.42601, 20230517
NYBH, Binghamton,         42.1097586777,  -75.8274244632,  311.88619,  1160328.24935, -4594819.52082,  4254865.10936, 20230517
NYBT, Batavia,            42.9883316297,  -78.1223343437,  261.09117,   961815.47584, -4572975.40437,  4326731.66218, 20230517
NYCL, Cortland,           42.5843725390,  -76.2113384456,  329.71959,  1121053.00249, -4568012.44736,  4293843.25435, 20230517
